@relation base_data_6-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute class {0,1,2}

@data
0.77426,0.1302,0.416,0.98467,0.94255,0.59694,0.081208,0.56795,0.79776,0.57842,0.13496,2
0.77798,0.13309,0.41694,0.988,0.9417,0.59667,0.078235,0.57032,0.797,0.57398,0.13705,2
0.77344,0.12896,0.41371,0.98386,0.94343,0.597,0.08488,0.5745,0.79876,0.5767,0.13455,2
0.7741,0.12878,0.41698,0.98404,0.94447,0.59609,0.081916,0.57047,0.80025,0.57213,0.13396,2
0.89614,0.82039,0.25689,0.89665,0.12903,0.10331,0.1013,0.84997,0.075906,0.92485,0.94811,1
0.77782,0.13136,0.42033,0.98768,0.94088,0.59621,0.079309,0.5682,0.80043,0.57466,0.13199,2
0.89343,0.82195,0.25688,0.89566,0.12761,0.10368,0.10309,0.85236,0.076123,0.92492,0.94885,1
0.89404,0.8204,0.25712,0.89728,0.12919,0.10256,0.10381,0.85155,0.076549,0.92283,0.94858,1
0.77705,0.12991,0.41884,0.98481,0.94316,0.59729,0.081323,0.57071,0.80041,0.57168,0.1323,2
0.89237,0.82003,0.25656,0.89636,0.12737,0.10297,0.10407,0.84862,0.076785,0.92556,0.94924,1
0.89537,0.82033,0.25585,0.89635,0.12768,0.1026,0.10389,0.85006,0.074662,0.92488,0.94724,1
0.89212,0.82064,0.25562,0.89572,0.12807,0.10301,0.10418,0.85269,0.07478,0.92511,0.94686,1
0.77281,0.13195,0.4155,0.98631,0.94827,0.59491,0.078889,0.57148,0.80394,0.57337,0.13833,2
0.77341,0.13434,0.41354,0.981,0.94165,0.59685,0.079572,0.56661,0.79699,0.57663,0.13164,2
0.77893,0.13011,0.41669,0.9862,0.94575,0.59673,0.07959,0.56697,0.79542,0.57166,0.13594,2
0.78019,0.12988,0.41226,0.98961,0.94314,0.59744,0.077645,0.56624,0.80002,0.57571,0.13308,2
0.89553,0.82093,0.25699,0.89589,0.12644,0.10224,0.10324,0.85051,0.078015,0.92557,0.94773,1
0.89459,0.82081,0.25746,0.8939,0.12737,0.10245,0.10406,0.85296,0.077514,0.9264,0.94687,1
0.77256,0.12945,0.41676,0.98738,0.94131,0.60211,0.079863,0.56723,0.7992,0.57216,0.13628,2
0.77739,0.13001,0.41916,0.98921,0.94228,0.59862,0.079418,0.56918,0.80059,0.57711,0.1339,2
0.8943,0.82034,0.25604,0.89757,0.12806,0.1022,0.10312,0.85165,0.075106,0.92652,0.94823,1
0.8924,0.82098,0.25513,0.89612,0.12842,0.1034,0.10462,0.85249,0.074898,0.92362,0.94653,1
0.77501,0.13116,0.41292,0.98563,0.94573,0.59617,0.083325,0.56937,0.79673,0.57413,0.13632,2
0.77442,0.13062,0.41505,0.98704,0.94422,0.59683,0.081995,0.56927,0.79776,0.57551,0.13557,2
0.89402,0.8207,0.25746,0.89471,0.12878,0.10325,0.10317,0.85025,0.079171,0.92382,0.94728,1
0.77998,0.13256,0.41727,0.98588,0.9419,0.59629,0.079715,0.56567,0.79634,0.57236,0.13805,2
0.89465,0.8223,0.25621,0.89538,0.12927,0.10396,0.10298,0.85212,0.07838,0.92375,0.94865,1
0.89334,0.81934,0.25592,0.89598,0.12923,0.10341,0.10533,0.85072,0.077414,0.92436,0.9488,1
0.77251,0.12876,0.41557,0.98427,0.94746,0.59839,0.080615,0.57234,0.79863,0.57319,0.1328,2
0.77304,0.12998,0.41481,0.985,0.94192,0.59566,0.081486,0.56908,0.7997,0.57749,0.1351,2
0.89476,0.82233,0.2557,0.89349,0.12832,0.1029,0.10213,0.84907,0.076278,0.92427,0.94832,1
0.89379,0.82207,0.25571,0.89619,0.12836,0.10224,0.10284,0.84927,0.078349,0.92467,0.94771,1
0.8954,0.81964,0.25796,0.89509,0.12695,0.10413,0.10213,0.85,0.074553,0.92423,0.94834,1
0.89318,0.82095,0.25403,0.89522,0.12858,0.10071,0.10278,0.85086,0.076316,0.92324,0.94677,1
0.77554,0.12859,0.41579,0.98406,0.94055,0.59733,0.085747,0.57588,0.80291,0.57652,0.13814,2
0.77531,0.13015,0.4201,0.98317,0.94351,0.59563,0.083943,0.56341,0.79719,0.57003,0.1375,2
0.89472,0.81948,0.25693,0.89555,0.12768,0.10235,0.10361,0.85174,0.074937,0.92455,0.94877,1
0.89415,0.82182,0.25695,0.89443,0.12974,0.10198,0.10362,0.84936,0.076569,0.9228,0.94962,1
0.89165,0.81926,0.25626,0.89599,0.1282,0.10168,0.10214,0.85136,0.076384,0.92378,0.94665,1
0.77248,0.13142,0.4197,0.984,0.94228,0.5968,0.083223,0.56477,0.79795,0.57363,0.13691,2
0.77441,0.13411,0.41718,0.98504,0.94632,0.59629,0.08498,0.56835,0.8012,0.57295,0.13746,2
0.78052,0.12926,0.41734,0.98764,0.94352,0.60016,0.080971,0.56795,0.79749,0.5735,0.13732,2
0.77325,0.13098,0.41664,0.98466,0.9433,0.59722,0.082433,0.56724,0.80026,0.57271,0.1343,2
0.89397,0.82153,0.2565,0.89664,0.12919,0.10358,0.10305,0.85169,0.076106,0.92286,0.94763,1
0.77302,0.12961,0.42795,0.98524,0.94139,0.5946,0.078688,0.56554,0.79846,0.57225,0.13918,2
0.89576,0.82146,0.25777,0.89465,0.12761,0.10134,0.10422,0.85002,0.076796,0.92618,0.94821,1
0.77601,0.12892,0.41572,0.98732,0.94358,0.59777,0.084852,0.57154,0.79491,0.57327,0.13458,2
0.77593,0.1362,0.41727,0.9887,0.94047,0.59726,0.07837,0.56776,0.79842,0.57078,0.13887,2
0.89586,0.82139,0.25669,0.89524,0.12844,0.10201,0.1012,0.85079,0.077557,0.92329,0.9492,1
0.89527,0.81944,0.25612,0.89616,0.12778,0.10245,0.10381,0.85164,0.075772,0.92464,0.9482,1
0.65462,0.78037,0.36182,0.054878,0.35324,0.97425,0.32067,0.26101,0.56839,0.74537,0.25421,0
0.89489,0.81975,0.25696,0.89573,0.1292,0.10186,0.10271,0.85096,0.075778,0.92353,0.94889,1
0.77864,0.71044,0.59757,0.065378,0.14518,0.43381,0.31641,0.47029,0.51856,0.051319,0.50157,0
0.89221,0.82085,0.25639,0.89544,0.12738,0.10103,0.10262,0.8497,0.075122,0.92603,0.94704,1
0.77608,0.13042,0.41375,0.98612,0.94748,0.59725,0.077844,0.56686,0.79969,0.56963,0.13785,2
0.89433,0.82004,0.25675,0.89546,0.12765,0.10198,0.10422,0.85281,0.077612,0.92279,0.94932,1
0.89196,0.81987,0.25749,0.89712,0.1294,0.10115,0.10326,0.85224,0.07737,0.92541,0.94718,1
0.77506,0.12994,0.41814,0.98284,0.94425,0.59571,0.081728,0.56824,0.79847,0.57055,0.13716,2
0.89582,0.82067,0.25587,0.89449,0.12614,0.10082,0.10421,0.85132,0.077827,0.92389,0.94629,1
0.77618,0.12902,0.4178,0.99048,0.94951,0.60192,0.080542,0.57436,0.80365,0.57515,0.13252,2
0.89548,0.81962,0.25596,0.89706,0.12666,0.10184,0.10373,0.85185,0.077557,0.92304,0.94757,1
0.89451,0.81883,0.25702,0.89683,0.12742,0.10107,0.10327,0.85235,0.077635,0.92224,0.94851,1
0.77445,0.12946,0.41292,0.98463,0.94252,0.59498,0.084998,0.57032,0.80009,0.57075,0.13664,2
0.77633,0.12903,0.41459,0.98508,0.94798,0.5982,0.078302,0.57247,0.80404,0.57213,0.13243,2
0.78108,0.12987,0.41631,0.98439,0.94334,0.6007,0.079766,0.56538,0.79865,0.57306,0.13572,2
0.77152,0.12973,0.41365,0.98335,0.94421,0.59704,0.079624,0.571,0.80251,0.57185,0.13485,2
0.77423,0.1313,0.41955,0.98674,0.94314,0.59611,0.082238,0.56677,0.80177,0.57161,0.14011,2
