@relation sequential_data_16-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute class {0,1,2,3,4,5,6,7,8}

@data
0.1345,0.91287,0.14208,0.7663,0.37839,0.72379,0.87092,0.25971,0.05929,0.92195,0.73527,0.2099,0.46174,0.80691,0.81642,0.47464,0.7977,0.066208,0.6327,0.75706,0.21846,0.50933,0.5558,0.12678,0.45879,0.32159,0.72697,0.82574,0.60568,0.84918,1
0.13534,0.92966,0.13354,0.73741,0.40291,0.72993,0.86949,0.26743,0.066862,0.92903,0.73285,0.2004,0.46723,0.79938,0.80137,0.46846,0.79789,0.066656,0.66623,0.80186,0.20042,0.53081,0.59796,0.12953,0.46637,0.33082,0.73268,0.8022,0.59985,0.86661,1
0.13414,0.92061,0.13718,0.76858,0.39494,0.73758,0.83919,0.2713,0.071711,0.92426,0.7602,0.16577,0.40312,0.82942,0.81031,0.48729,0.81058,0.06972,0.67925,0.78729,0.20899,0.5213,0.60738,0.13022,0.4672,0.30202,0.73392,0.76717,0.57134,0.88408,1
0.15088,0.92403,0.11219,0.7524,0.3845,0.73967,0.85541,0.26276,0.07011,0.90673,0.78846,0.1916,0.45176,0.82607,0.79807,0.4295,0.78548,0.072841,0.66218,0.80584,0.22796,0.52288,0.62111,0.11025,0.4755,0.36854,0.74935,0.78527,0.57881,0.89703,1
0.11721,0.92018,0.12307,0.73955,0.38892,0.74026,0.85557,0.25338,0.077391,0.92994,0.74585,0.19302,0.47888,0.80896,0.80821,0.4798,0.7911,0.067193,0.67,0.81644,0.17638,0.55092,0.59401,0.13584,0.45917,0.36624,0.75669,0.81327,0.56165,0.85435,1
0.13817,0.92327,0.13654,0.7389,0.40686,0.73534,0.8568,0.27762,0.063992,0.92455,0.73096,0.21486,0.46599,0.81741,0.80746,0.47687,0.799,0.065922,0.67631,0.79985,0.19364,0.52976,0.60465,0.13055,0.4624,0.35542,0.72224,0.80291,0.59028,0.86535,1
0.1345,0.93125,0.13189,0.73744,0.39612,0.73396,0.86531,0.26308,0.06708,0.93673,0.7335,0.20102,0.4727,0.8051,0.79859,0.46615,0.79666,0.064178,0.67,0.80166,0.21131,0.53422,0.59832,0.13416,0.46319,0.33919,0.73358,0.80002,0.59413,0.8669,1
0.13384,0.93005,0.13323,0.73456,0.40014,0.73271,0.86721,0.26639,0.066725,0.9313,0.73289,0.19995,0.46726,0.80194,0.79939,0.46764,0.80074,0.067136,0.66718,0.80179,0.20014,0.53346,0.60057,0.13294,0.46539,0.33179,0.7356,0.80041,0.59841,0.86824,1
0.14919,0.93429,0.14284,0.72891,0.39963,0.73409,0.87219,0.27905,0.078983,0.92127,0.73088,0.20956,0.47508,0.788,0.81888,0.45797,0.78795,0.073635,0.65862,0.81994,0.20168,0.53058,0.59056,0.14138,0.47572,0.32329,0.73814,0.78957,0.60607,0.8679,1
0.14269,0.93606,0.13428,0.73188,0.40101,0.73246,0.86674,0.26372,0.069717,0.93527,0.74095,0.19571,0.45558,0.8056,0.81198,0.45905,0.79626,0.043621,0.65616,0.79415,0.19357,0.54156,0.61752,0.15314,0.45591,0.34185,0.73185,0.80974,0.59706,0.86718,1
0.13951,0.94616,0.13598,0.73801,0.39278,0.745,0.87253,0.26516,0.063133,0.9345,0.72292,0.20438,0.48222,0.80326,0.81035,0.47769,0.77947,0.051668,0.6613,0.79074,0.18691,0.53223,0.60687,0.13825,0.46974,0.34028,0.74973,0.78817,0.61085,0.86852,1
0.13917,0.93145,0.125,0.72886,0.40315,0.73368,0.87375,0.26952,0.060412,0.93094,0.73236,0.19156,0.46932,0.80723,0.79816,0.46835,0.81009,0.062316,0.65875,0.78612,0.20869,0.54258,0.60914,0.12074,0.46905,0.33782,0.74001,0.79913,0.58685,0.86795,1
0.14064,0.93258,0.13724,0.71744,0.40649,0.72599,0.87171,0.26153,0.071414,0.92484,0.74126,0.19332,0.47602,0.80641,0.80218,0.4637,0.79402,0.064586,0.66281,0.79521,0.19437,0.55041,0.59475,0.13006,0.46116,0.32673,0.74445,0.78846,0.59741,0.86571,1
0.13097,0.93331,0.12815,0.73747,0.40356,0.74136,0.86821,0.26583,0.07444,0.9322,0.74077,0.19508,0.46467,0.81231,0.79694,0.47347,0.79644,0.070935,0.66838,0.7977,0.20336,0.52457,0.60047,0.13236,0.47534,0.32792,0.72881,0.79846,0.59746,0.87452,1
0.11541,0.91822,0.12009,0.7577,0.38546,0.77387,0.84909,0.25207,0.10854,0.90617,0.75405,0.1711,0.47522,0.80495,0.76948,0.45178,0.80809,0.035499,0.63774,0.79218,0.19335,0.52132,0.60127,0.15187,0.46973,0.34202,0.71921,0.78252,0.60217,0.85929,1
0.12295,0.91458,0.15561,0.75397,0.41544,0.7283,0.84343,0.2697,0.06318,0.93684,0.73653,0.20287,0.4543,0.78843,0.7824,0.47382,0.81895,0.073285,0.66357,0.78182,0.21952,0.54642,0.60797,0.13014,0.43602,0.34634,0.75163,0.81367,0.58643,0.86429,1
0.15353,0.93949,0.10182,0.75115,0.39869,0.72365,0.85633,0.29425,0.06099,0.94028,0.74247,0.16101,0.48614,0.79171,0.79633,0.47665,0.79844,0.078206,0.67606,0.77649,0.17753,0.54109,0.56462,0.15129,0.47077,0.34927,0.7333,0.79916,0.57617,0.8595,1
0.13319,0.93081,0.13744,0.73313,0.39941,0.73763,0.86461,0.26824,0.065156,0.93232,0.73378,0.20265,0.46825,0.80087,0.79719,0.46566,0.80227,0.063271,0.6612,0.80326,0.19632,0.53852,0.60153,0.13383,0.46139,0.33907,0.73359,0.80071,0.59502,0.86791,1
0.1283,0.93686,0.13029,0.73201,0.40437,0.73155,0.87174,0.2574,0.06538,0.93717,0.74296,0.19783,0.46813,0.80005,0.79741,0.46917,0.80065,0.065044,0.67242,0.8072,0.202,0.53144,0.59819,0.12941,0.47626,0.32824,0.73332,0.80283,0.59077,0.8817,1
0.058507,0.89026,0.1543,0.72315,0.42352,0.79515,0.81497,0.27113,0.061947,0.87043,0.76074,0.24966,0.4492,0.76332,0.86252,0.50135,0.76548,0.098658,0.60242,0.79385,0.26497,0.5768,0.59007,0.13466,0.4757,0.27224,0.75112,0.86098,0.62338,0.90594,1
0.13545,0.93102,0.13129,0.72834,0.40144,0.7341,0.86763,0.26955,0.063149,0.93237,0.72619,0.20065,0.46808,0.80714,0.80562,0.46967,0.79793,0.073744,0.66978,0.79908,0.20238,0.53239,0.60201,0.13358,0.46368,0.33342,0.73524,0.79637,0.59209,0.87098,1
0.27764,0.83745,0.31784,0.12058,0.54594,0.22953,0.88143,0.67934,0.94811,0.14356,1.0579,0.29491,0.45632,0.43222,0.52008,0.47809,0.11362,0.57083,0.50667,0.12214,0.73261,0.69587,0.065367,0.68433,0.55512,0.20102,0.13692,0.59949,0.75778,0.11896,0
0.13761,0.93293,0.1357,0.72454,0.39616,0.73921,0.86658,0.26912,0.073413,0.93798,0.73647,0.20524,0.46024,0.79765,0.8016,0.47204,0.80562,0.061446,0.6718,0.80292,0.19965,0.53312,0.59874,0.13564,0.45667,0.34015,0.73518,0.79398,0.60049,0.86469,1
0.10863,0.93472,0.11731,0.71405,0.39429,0.75146,0.83419,0.27259,0.059599,0.93783,0.73377,0.20552,0.43353,0.8006,0.81213,0.49232,0.80905,0.044929,0.66546,0.78806,0.19613,0.53341,0.59881,0.13205,0.45143,0.34933,0.76176,0.82428,0.5813,0.88557,1
0.17093,0.94975,0.14271,0.7562,0.40027,0.63806,0.89004,0.25256,0.0050739,0.96215,0.79953,0.20014,0.44724,0.81948,0.85159,0.42894,0.82566,0.064582,0.67594,0.80136,0.21569,0.53262,0.53613,0.12708,0.38448,0.33309,0.74225,0.84111,0.5741,0.83081,1
0.13202,0.92934,0.13222,0.73227,0.40205,0.7339,0.86591,0.26581,0.066849,0.93363,0.73337,0.20161,0.46924,0.80322,0.79813,0.46616,0.79902,0.067604,0.66313,0.80252,0.20163,0.53368,0.5985,0.13286,0.46354,0.33212,0.73432,0.79654,0.59698,0.87186,1
