@relation dens-diff_data_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
0.37812,0.48816,0.90297,0.78686,0.60911,0.34527,0.32447,0.1398,0.77862,0.75071,0.29058,0.85396,0.77357,0.66776,0.53848,0.057775,9
0.33341,0.73306,0.39959,0.13431,0.73102,0.46698,0.73217,0.86351,0.13538,0.20221,0.79856,0.93339,0.066867,0.2657,0.3332,0.40022,12
0.3516,0.36081,0.098222,0.6626,0.65292,0.95268,0.7697,0.5086,0.82624,0.74275,0.33368,0.95219,0.97837,0.12058,0.85472,0.94207,2
0.92793,0.075748,0.30101,0.68094,0.80317,0.52671,0.59464,0.77181,0.52515,0.11863,0.92114,0.93708,0.79334,0.54331,0.58925,0.70655,15
0.39983,0.20082,0.86812,0.53315,0.60139,0.066933,0.20056,0.39991,0.40138,0.73331,0.46714,0.93831,0.534,0.20121,0.066698,0.26627,20
0.23141,0.073127,0.27647,0.55112,0.60777,0.19074,0.38441,0.74287,0.88433,0.81599,0.59866,0.26334,0.5999,0.43921,0.93434,0.52254,0
0.73635,0.39568,0.46954,0.59992,0.52874,0.80676,0.85963,0.93575,0.33628,0.67109,0.92526,0.5298,0.26643,0.070044,0.79803,0.13065,11
0.27217,0.56841,0.85933,0.90876,0.46261,0.68429,0.9625,0.91433,0.74525,0.90597,0.52219,0.39474,0.25492,0.67487,0.60724,0.72473,6
0.36965,0.31122,0.16124,0.58499,0.64546,0.90236,0.69641,0.46556,0.80114,0.87356,0.306,0.92413,0.93882,0.10805,0.81391,0.85885,2
0.28184,0.66111,0.66703,0.36799,0.7802,0.45999,0.92276,0.72993,0.35386,0.18801,0.012917,0.63423,0.2094,0.54067,0.7062,0.88921,5
0.053353,0.38615,0.32185,0.94099,0.65304,0.12977,0.8515,0.87413,0.59907,0.74029,0.043777,0.58597,0.47247,0.27071,0.79941,0.17786,7
0.33089,0.85737,0.59789,0.52757,0.20392,0.51431,0.46124,0.18873,0.92726,0.67408,0.8163,0.25688,0.85905,0.22279,0.21782,0.079981,13
0.27204,0.59951,0.86385,0.91409,0.46866,0.65674,0.92652,0.86051,0.74292,0.87735,0.53113,0.39316,0.26452,0.66348,0.59781,0.79579,6
0.53068,0.32693,0.93174,0.13341,0.40462,0.068541,0.067103,0.064363,0.5277,0.59869,0.13311,0.73329,0.070588,0.87037,0.19896,0.070846,3
0.84694,0.85435,0.48199,0.12122,0.44801,0.04823,0.70884,0.41335,0.15088,0.59201,0.58476,0.45974,0.6575,0.76803,0.55009,0.75514,19
0.738,0.39957,0.47254,0.59862,0.52831,0.80744,0.86808,0.93263,0.32871,0.67042,0.93168,0.53448,0.2673,0.066859,0.79843,0.13907,11
0.79821,0.26799,0.46711,0.72715,0.13076,0.21322,0.92709,0.59336,0.79802,0.85929,0.59247,0.064994,0.53353,0.68775,0.46042,0.46989,1
0.73238,0.40486,0.47595,0.60377,0.52839,0.79733,0.86166,0.93304,0.33076,0.67107,0.93014,0.5291,0.27036,0.071402,0.79965,0.13455,11
0.3758,0.409,0.15973,0.57825,0.73716,0.83635,0.55499,0.38283,0.68728,0.82191,0.34963,0.87465,1.1405,0.16253,0.83326,0.80881,2
0.60351,0.39045,0.73418,0.39097,0.13407,0.61329,0.54497,0.40135,0.79047,0.069935,0.39792,0.79703,0.62408,0.79601,0.81176,0.1169,4
0.33561,0.85547,0.60117,0.53078,0.20009,0.53604,0.46915,0.1953,0.9265,0.68065,0.80909,0.2676,0.86344,0.1987,0.20231,0.066457,13
0.41226,0.21325,0.88039,0.55066,0.60304,0.09484,0.20471,0.40685,0.41343,0.74033,0.43531,0.93388,0.57772,0.18192,0.072715,0.27248,20
0.34772,0.80831,0.65425,0.44136,0.20119,0.47397,0.4145,0.15015,0.91841,0.72181,0.79769,0.27853,0.83241,0.21333,0.26326,0.05628,13
