@relation h-out_data_13-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute class {0,1,2,3,4,5,6,7,8}

@data
0.78872,0.83726,0.88503,0.41438,0.25266,0.85552,0.94332,0.36549,0.88568,0.17946,0.16401,0.1867,0.35872,0.3432,0.97633,0.90214,0.66689,1
0.18759,0.50699,0.11608,0.050435,0.41471,0.3993,0.31864,0.36837,0.074618,0.091052,0.27012,0.96773,0.98651,0.34266,0.78899,0.70227,0.39873,4
0.24771,0.18988,0.062312,0.74938,0.022097,0.76671,0.36313,0.6799,0.89653,0.81,0.74731,0.8463,0.76404,0.83089,0.21993,0.34006,0.50569,0
0.24249,0.71422,0.4177,0.19224,0.38359,0.46723,0.14268,0.67417,0.34749,0.56268,0.38195,0.43058,0.026786,0.24898,0.56122,0.41583,0.19974,0
0.32638,0.33634,0.86504,0.2852,0.79104,0.04556,0.0081309,0.93272,1.0229,0.93621,0.64148,0.83392,0.92526,0.83252,0.41759,0.41665,0.41205,0
0.6769,0.41537,0.050409,0.69304,0.4878,0.91054,0.43216,0.75843,0.83164,0.32602,0.66688,0.94342,0.37508,0.96834,0.82894,0.78228,0.35149,8
0.66553,0.65116,0.57751,0.026108,0.86171,0.63424,0.35834,0.35049,0.77958,0.35121,0.65864,0.033297,0.74072,0.8042,0.50517,0.25899,0.68348,7
0.49785,0.016644,0.89412,0.0092366,0.26901,0.71697,0.92178,0.14838,0.26104,0.050551,0.48859,0.81345,0.02591,0.92662,0.62685,0.51414,0.31908,2
0.50377,0.22801,0.72316,0.94301,0.86129,0.41483,0.39858,0.60148,0.47169,0.34164,0.64997,0.83731,0.41433,0.45573,0.67433,0.82965,0.60921,3
0.6766,0.41466,0.050264,0.69327,0.48904,0.91014,0.43298,0.75885,0.83194,0.32684,0.66685,0.94415,0.37424,0.9683,0.82894,0.78283,0.3522,8
0.6032,0.35785,1.0736,0.37074,0.0076989,0.7325,0.053589,0.38369,0.20216,0.11616,0.032107,0.36751,0.42119,0.22253,0.85051,0.65064,0.52578,0
0.66834,0.65059,0.57756,0.024544,0.86315,0.63573,0.3569,0.34882,0.78166,0.35105,0.65848,0.032818,0.74119,0.8067,0.50476,0.26262,0.68462,7
0.49772,0.018196,0.89486,0.010636,0.27008,0.71934,0.92127,0.14767,0.26054,0.051987,0.48909,0.81399,0.02581,0.92589,0.62647,0.51487,0.31913,2
0.89152,0.60223,0.082103,0.73145,0.94561,0.24489,0.65223,0.40686,0.058387,0.33344,0.81662,0.40759,0.49526,0.42388,0.39945,0.35831,0.22053,6
0.15634,0.97391,0.63983,0.95741,0.073916,0.28761,1.0239,0.23864,1.1691,0.35828,0.12988,0.41419,1.0415,0.95129,0.45454,0.1586,0.37494,0
0.50389,0.2279,0.72401,0.94335,0.86183,0.41442,0.39824,0.60187,0.4716,0.34165,0.6502,0.83771,0.41469,0.45506,0.67489,0.82925,0.60942,3
0.78971,0.83857,0.88644,0.41524,0.25123,0.85388,0.94339,0.36601,0.88709,0.17934,0.16257,0.18761,0.35826,0.34255,0.97577,0.90342,0.66709,1
0.66599,0.65033,0.57555,0.024056,0.86164,0.63378,0.35717,0.3505,0.77969,0.3491,0.65936,0.032242,0.73937,0.80344,0.50357,0.25988,0.68345,7
0.50393,0.22794,0.72375,0.94302,0.86147,0.4148,0.39826,0.60184,0.47158,0.34125,0.65058,0.8379,0.41474,0.45557,0.67461,0.82964,0.60928,3
0.50423,0.22796,0.72387,0.94304,0.86145,0.41497,0.39815,0.60154,0.47153,0.34167,0.65051,0.83763,0.4148,0.45517,0.67481,0.82955,0.60992,3
0.17328,0.58433,0.61662,1.116,0.15355,0.35057,0.9674,0.4269,0.81675,0.89965,0.51302,0.63839,0.2412,1.001,0.78215,0.78604,0.61661,0
0.4978,0.017777,0.89612,0.0088572,0.26897,0.7166,0.92038,0.14764,0.26204,0.050502,0.49022,0.81404,0.025636,0.92716,0.62601,0.51313,0.31796,2
0.18812,0.50449,0.11418,0.049783,0.4143,0.39996,0.31857,0.3673,0.074429,0.091322,0.26897,0.96787,0.98703,0.34312,0.78928,0.70024,0.39948,4
0.67869,0.41479,0.050163,0.69307,0.48811,0.9104,0.43216,0.75883,0.83283,0.32594,0.66751,0.94433,0.37564,0.96851,0.82913,0.78261,0.35238,8
0.4981,0.017066,0.89423,0.010273,0.26959,0.71688,0.92287,0.14701,0.2624,0.051048,0.48926,0.815,0.026492,0.92583,0.62636,0.5133,0.31819,2
0.49741,0.01715,0.89449,0.0092343,0.26898,0.71792,0.92057,0.14731,0.26072,0.050676,0.4894,0.81365,0.02552,0.92626,0.62457,0.51354,0.31856,2
0.50836,0.68563,0.0081051,0.51857,0.93074,0.2941,0.19695,0.72592,0.50526,0.014798,0.60183,0.04169,0.93887,0.071787,0.098533,0.98429,0.20199,0
0.89101,0.60273,0.083562,0.73106,0.94505,0.24579,0.65118,0.40606,0.059262,0.33474,0.8155,0.40857,0.49554,0.42471,0.39999,0.35839,0.22091,6
0.66658,0.64929,0.57415,0.023268,0.86047,0.63429,0.35769,0.3496,0.78058,0.34959,0.6576,0.031324,0.73954,0.80423,0.50298,0.2608,0.68237,7
0.6662,0.64938,0.57724,0.023727,0.86091,0.63416,0.35769,0.34861,0.7796,0.34893,0.65957,0.032127,0.73996,0.80372,0.50385,0.25884,0.68213,7
0.12779,0.69254,0.25006,0.072139,0.60298,0.56607,0.21081,0.24968,0.417,1.0343,0.51483,0.15617,0.070389,0.91747,0.19021,0.65436,0.50025,0
0.4979,0.016974,0.89476,0.0090563,0.26858,0.7177,0.92162,0.14722,0.26098,0.05075,0.48862,0.81404,0.025671,0.92612,0.62665,0.51415,0.31777,2
0.18853,0.5048,0.1161,0.050138,0.41463,0.40021,0.31837,0.3674,0.074301,0.090535,0.26947,0.9683,0.98573,0.34316,0.79031,0.6994,0.39896,4
0.4981,0.017167,0.89432,0.0097584,0.26968,0.71679,0.92303,0.14766,0.2618,0.050132,0.4885,0.81431,0.025065,0.92617,0.62538,0.51549,0.31833,2
0.3123,0.60305,0.26647,0.9319,0.6461,0.74438,0.12554,0.99019,0.6313,0.79131,0.029899,0.053419,0.033467,0.73149,0.58264,0.8145,0.048422,0
0.18721,0.50432,0.11425,0.05005,0.41424,0.39893,0.31858,0.36851,0.074137,0.091228,0.26971,0.96812,0.98589,0.34343,0.78932,0.69996,0.3987,4
0.95298,0.04489,0.10227,0.0063728,0.85932,0.84494,0.71396,0.83313,0.67461,0.19811,0.15973,0.89244,0.84593,0.29566,0.9187,0.25011,0.072644,0
0.50393,0.22751,0.72369,0.94338,0.86207,0.4149,0.39882,0.60192,0.47174,0.34129,0.65057,0.83776,0.41476,0.45513,0.67405,0.82957,0.60941,3
0.71467,0.62289,0.93335,0.46736,0.26205,0.54837,0.27343,0.72823,0.48914,0.3178,0.46949,0.98199,0.62182,0.078693,0.72672,0.63336,0.45531,0
0.67618,0.41482,0.050189,0.69265,0.48852,0.91061,0.43193,0.75817,0.83174,0.32566,0.66756,0.94462,0.37507,0.96779,0.82888,0.783,0.35261,8
0.50393,0.22746,0.72317,0.94339,0.86136,0.41485,0.39859,0.60183,0.47174,0.34115,0.6501,0.83764,0.4147,0.45505,0.67407,0.82927,0.60978,3
0.4975,0.016717,0.89471,0.009123,0.26982,0.7173,0.92149,0.14836,0.26193,0.050272,0.49027,0.81359,0.02492,0.92699,0.62591,0.51463,0.31835,2
0.60635,0.15207,0.81988,0.91355,0.72282,0.030756,0.0086503,0.062477,0.24177,0.59454,0.11955,0.33022,0.47782,0.88469,0.99274,0.78472,0.042705,0
0.56077,0.42176,0.63235,0.67774,0.31696,0.43995,0.38244,0.93089,0.70843,0.57854,0.81591,0.57615,0.64757,1.0244,0.024934,0.3705,0.97694,0
0.66564,0.65023,0.57593,0.023317,0.86044,0.63324,0.35711,0.35064,0.78023,0.34822,0.65768,0.031065,0.73968,0.80491,0.50317,0.26096,0.68086,7
0.18736,0.50496,0.11477,0.050437,0.41398,0.40151,0.32106,0.36743,0.073817,0.090518,0.26914,0.9675,0.98629,0.34239,0.7892,0.70244,0.39855,4
0.689,0.23721,0.50769,0.71933,0.11266,0.54683,0.57987,0.3776,0.65783,0.68125,0.17714,0.3501,0.24903,0.40699,0.65087,0.33344,0.26515,0
0.89017,0.6023,0.084729,0.73158,0.94534,0.245,0.65242,0.40569,0.058988,0.33331,0.81484,0.40843,0.49639,0.42417,0.39953,0.35888,0.22028,6
0.18881,0.50588,0.11579,0.050798,0.41452,0.39966,0.31929,0.36725,0.074181,0.090455,0.26947,0.96813,0.98783,0.34344,0.78979,0.7006,0.39977,4
0.78837,0.83711,0.88597,0.4138,0.25309,0.85426,0.94257,0.36423,0.88479,0.17837,0.16105,0.18599,0.35708,0.3408,0.97582,0.90348,0.6668,1
0.92972,0.96738,0.78049,0.65384,0.97821,0.37376,0.29415,0.9443,0.97148,0.053415,0.78206,0.047871,0.26709,0.67309,0.41979,0.39457,0.65525,0
0.67681,0.41517,0.051105,0.69231,0.48782,0.91116,0.43198,0.75811,0.83226,0.32602,0.66736,0.94401,0.37509,0.96845,0.82884,0.78219,0.35265,8
0.6766,0.41545,0.049608,0.69297,0.48839,0.91184,0.43353,0.75855,0.83223,0.32635,0.66688,0.94377,0.37422,0.96807,0.8292,0.78225,0.35172,8
0.50397,0.22753,0.72331,0.94351,0.86177,0.41435,0.39862,0.60186,0.47152,0.34181,0.65053,0.83714,0.41426,0.45579,0.67432,0.82898,0.60982,3
0.008025,0.56202,0.018069,0.032298,0.31978,0.69983,0.37336,0.047425,0.18049,0.3741,0.0078231,0.30807,0.32889,0.24913,0.7528,0.78051,0.1001,0
0.18721,0.50537,0.1154,0.049458,0.41462,0.39954,0.31832,0.36772,0.074497,0.090189,0.26941,0.9675,0.98683,0.34322,0.78972,0.69946,0.39874,4
0.67886,0.41556,0.049392,0.69379,0.4883,0.90982,0.433,0.75865,0.83173,0.32688,0.66737,0.94344,0.37516,0.96786,0.82935,0.78421,0.35384,8
0.79675,0.72397,0.28959,0.62277,0.20994,0.8075,0.50545,0.64804,0.70914,0.58493,0.64637,0.055802,0.74807,0.90669,0.28356,0.36723,0.029591,0
0.50387,0.22785,0.72328,0.94303,0.86194,0.41431,0.39803,0.60146,0.47162,0.34133,0.65056,0.83734,0.41474,0.45573,0.67434,0.82957,0.60949,3
0.7882,0.83912,0.88588,0.41424,0.25173,0.85394,0.94302,0.36695,0.88613,0.17764,0.16241,0.18703,0.35942,0.34133,0.97446,0.90403,0.66737,1
0.7868,0.8378,0.88625,0.41453,0.24974,0.85378,0.94232,0.36521,0.886,0.17945,0.16215,0.18607,0.35809,0.34104,0.97443,0.90099,0.66545,1
0.38361,0.30039,0.19098,0.084687,0.6246,0.75464,0.36855,0.48611,0.80038,0.50634,1.0166,0.35121,1.0091,0.76782,0.8722,0.63654,0.54323,0
0.8905,0.60277,0.084294,0.7319,0.94546,0.24476,0.65183,0.40621,0.058779,0.33404,0.81578,0.40888,0.49539,0.42522,0.39984,0.35845,0.22063,6
0.49796,0.017373,0.89433,0.0097437,0.26922,0.71838,0.92192,0.14791,0.26088,0.052307,0.4898,0.81599,0.02563,0.92598,0.62493,0.51347,0.31825,2
0.49758,0.018142,0.89471,0.0089159,0.26965,0.71869,0.92236,0.14735,0.26106,0.050492,0.48914,0.81408,0.025244,0.92594,0.62717,0.51423,0.31838,2
0.73391,1.0465,0.7373,0.71845,0.88491,0.80084,0.11213,0.90974,0.39911,0.17661,0.82625,0.37514,0.20772,0.6299,0.60976,0.5295,0.66558,0
0.89088,0.60237,0.082514,0.73173,0.94484,0.2452,0.65147,0.40602,0.057936,0.33327,0.81591,0.40805,0.49566,0.42576,0.39957,0.35895,0.221,6
0.033284,0.17384,0.46348,0.24038,0.78181,0.57133,0.85325,0.052681,0.36351,0.23356,0.55149,0.19494,0.8821,0.92428,0.30087,0.51013,0.54822,0
0.5038,0.22804,0.72341,0.94296,0.86137,0.41491,0.39858,0.60192,0.47158,0.34128,0.65005,0.83786,0.41439,0.45563,0.67472,0.82912,0.60984,3
0.30062,0.61467,0.85489,0.45309,0.98778,0.40228,0.78944,0.1928,0.59277,0.94304,0.51481,0.85705,0.61905,0.24256,0.38108,0.20242,0.47669,0
0.66758,0.64926,0.57801,0.026288,0.86179,0.63464,0.35785,0.34969,0.78183,0.34995,0.65906,0.033308,0.73858,0.80444,0.50306,0.26258,0.68284,7
0.86425,0.0082785,0.67874,0.47287,0.75668,0.47214,0.54169,0.54263,0.77943,0.24321,0.19527,0.85063,0.70055,0.17069,0.035991,0.30459,0.092292,0
0.59792,0.75964,1.0271,0.11808,0.57403,1.0161,0.26185,1.0049,0.43692,0.157,0.80967,0.88839,0.27042,0.41293,0.60602,0.74857,0.49777,0
0.64895,0.28156,0.031854,0.32684,0.016167,0.72397,1.0144,0.42009,0.22849,0.028535,0.3163,0.58811,0.54392,0.15868,0.48018,0.036862,0.089213,0
0.27369,0.18811,0.046953,0.86508,0.27703,0.94478,0.10156,0.26983,0.17431,0.14154,0.93518,0.024746,0.55247,0.31549,0.55811,0.49969,0.10202,0
0.78699,0.83752,0.88456,0.41252,0.25031,0.85253,0.94226,0.36593,0.88578,0.17742,0.1629,0.18635,0.35789,0.33995,0.97201,0.90239,0.66615,1
0.50395,0.22751,0.72369,0.94288,0.86196,0.41439,0.39882,0.60138,0.4711,0.34192,0.65085,0.83721,0.41429,0.45552,0.67486,0.82911,0.60946,3
0.50376,0.22717,0.72337,0.943,0.86126,0.41447,0.39812,0.60134,0.47154,0.34165,0.65062,0.8377,0.41475,0.4557,0.67462,0.8299,0.60948,3
0.67765,0.41595,0.049618,0.69261,0.48976,0.91054,0.43292,0.7591,0.83244,0.32607,0.66893,0.94428,0.37521,0.96918,0.82899,0.7821,0.35186,8
0.12244,0.61282,0.61493,0.22187,0.69382,0.36428,0.20879,0.079006,0.90151,0.093252,0.555,0.6544,0.44228,0.52694,0.89279,0.7633,0.29423,0
0.1872,0.50505,0.11545,0.05058,0.41554,0.39944,0.31929,0.36798,0.07571,0.090241,0.26982,0.9696,0.98633,0.34299,0.79003,0.69929,0.39861,4
0.89133,0.60268,0.083487,0.73105,0.9454,0.24548,0.65259,0.4065,0.058796,0.334,0.81495,0.40856,0.4956,0.42424,0.40038,0.35856,0.22032,6
0.67607,0.41564,0.049749,0.69213,0.48784,0.91049,0.43169,0.75842,0.83166,0.32601,0.66851,0.94355,0.37558,0.96849,0.82889,0.7831,0.35234,8
0.49828,0.01677,0.89453,0.00905,0.27225,0.71746,0.92117,0.14809,0.26073,0.049846,0.4899,0.81491,0.025171,0.92598,0.62638,0.51415,0.31805,2
0.78851,0.83791,0.88723,0.41513,0.25309,0.85421,0.94368,0.36591,0.88673,0.1791,0.16383,0.18681,0.35825,0.34117,0.97631,0.90283,0.66725,1
0.50429,0.22807,0.72407,0.94371,0.86184,0.41424,0.39806,0.60147,0.47122,0.34173,0.65008,0.83764,0.41467,0.45559,0.67501,0.82922,0.60943,3
0.8902,0.60253,0.084676,0.73165,0.94529,0.24464,0.65201,0.40709,0.059233,0.33356,0.8154,0.40808,0.49528,0.42614,0.39966,0.35861,0.22056,6
0.66488,0.64886,0.5788,0.026458,0.86223,0.63406,0.35771,0.34905,0.78169,0.34909,0.65917,0.033071,0.739,0.80424,0.50516,0.26212,0.68284,7
0.49865,0.018154,0.89494,0.010561,0.27001,0.71683,0.92089,0.14765,0.26122,0.050485,0.48937,0.81423,0.025567,0.92555,0.62641,0.5149,0.319,2
0.50392,0.2275,0.72373,0.94277,0.86122,0.41448,0.39859,0.60181,0.47152,0.34133,0.65056,0.83733,0.4143,0.45586,0.67476,0.82954,0.6095,3
0.67765,0.41575,0.050003,0.69297,0.48864,0.91057,0.4325,0.75871,0.83195,0.32639,0.66676,0.94402,0.37644,0.96881,0.8296,0.78363,0.35129,8
0.66363,0.64816,0.57879,0.024165,0.85977,0.6347,0.35559,0.34934,0.7791,0.34907,0.65831,0.033113,0.74027,0.80815,0.50419,0.25814,0.68177,7
0.49805,0.017272,0.89432,0.0091294,0.27087,0.71771,0.92149,0.14815,0.26053,0.050784,0.48865,0.81415,0.025629,0.92644,0.62552,0.51391,0.31785,2
