@relation nonstat_data_19-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute class {0,1,2}

@data
0.33328,0.25208,0.943,1
0.33336,0.25167,0.94301,1
0.33329,0.25185,0.94308,1
0.33338,0.25205,0.94302,1
0.33306,0.25172,0.94309,1
0.33317,0.25183,0.94278,1
0.3334,0.25219,0.94307,1
0.33316,0.25205,0.94293,1
0.33344,0.25205,0.94299,1
0.33339,0.25203,0.94308,1
0.33334,0.25224,0.94299,1
0.33336,0.25224,0.94285,1
0.33334,0.25248,0.94348,1
0.33358,0.25214,0.94297,1
0.50986,0.72987,0.54622,0
0.33329,0.25214,0.9428,1
0.33341,0.25253,0.94269,1
0.33337,0.25214,0.94304,1
0.33334,0.25256,0.94306,1
0.33311,0.25188,0.94293,1
0.3335,0.25204,0.94323,1
0.33328,0.25229,0.9428,1
0.33332,0.25179,0.94292,1
0.33344,0.25214,0.943,1
0.33335,0.25213,0.94315,1
0.33337,0.25208,0.94302,1
0.33356,0.25209,0.94317,1
0.33339,0.25188,0.94304,1
0.33321,0.25204,0.94297,1
0.33321,0.25209,0.94304,1
0.33303,0.25236,0.94255,1
0.33384,0.25214,0.94295,1
0.33347,0.2523,0.94281,1
0.41367,0.90238,0.75967,0
0.33346,0.2521,0.94306,1
0.33284,0.25207,0.9426,1
0.3332,0.25242,0.94305,1
0.33338,0.25225,0.94306,1
0.33343,0.25205,0.94305,1
0.33324,0.25211,0.94278,1
0.33337,0.25185,0.94305,1
0.33343,0.25217,0.94313,1
0.33339,0.25211,0.94291,1
0.33401,0.25202,0.94317,1
0.33332,0.25185,0.94299,1
0.33313,0.25184,0.9429,1
0.33336,0.25215,0.94288,1
0.33327,0.25201,0.94305,1
0.6133,0.72017,0.51882,0
0.33353,0.25262,0.94272,1
0.33335,0.25205,0.94317,1
0.33272,0.2521,0.94336,1
0.33308,0.25199,0.94315,1
0.33325,0.25203,0.94298,1
0.33326,0.25185,0.94325,1
0.33348,0.25203,0.94311,1
0.33338,0.25208,0.94305,1
0.333,0.25214,0.94333,1
0.33342,0.25199,0.94274,1
0.33337,0.25203,0.94297,1
0.33363,0.25223,0.94277,1
0.3331,0.25268,0.94278,1
0.33339,0.25213,0.94304,1
0.33367,0.25203,0.94361,1
0.33311,0.25226,0.94319,1
0.33373,0.25219,0.94305,1
0.82493,0.83486,0.34754,0
0.33327,0.25201,0.94337,1
0.33334,0.25204,0.94303,1
0.3334,0.25205,0.94299,1
0.33338,0.25207,0.94306,1
0.33327,0.25179,0.94318,1
0.33321,0.25222,0.94245,1
0.33368,0.25162,0.94307,1
0.3335,0.25199,0.94301,1
0.33337,0.25188,0.94366,1
0.3333,0.25217,0.94292,1
0.33368,0.25248,0.94319,1
0.33328,0.25206,0.94306,1
0.33332,0.25226,0.943,1
0.33334,0.25194,0.94297,1
0.33337,0.25199,0.94304,1
0.33343,0.25251,0.94305,1
0.42363,0.018959,0.069742,0
0.33322,0.25208,0.9433,1
0.33343,0.25177,0.94324,1
0.33347,0.25193,0.94304,1
0.33323,0.25208,0.94308,1
0.33336,0.2521,0.94307,1
0.33335,0.2521,0.94305,1
0.33339,0.25208,0.94302,1
0.33327,0.25243,0.94298,1
0.33384,0.25188,0.94318,1
0.33339,0.25201,0.94311,1
0.33338,0.25215,0.94297,1
0.33344,0.25214,0.94293,1
0.3337,0.25192,0.94295,1
0.33288,0.25235,0.94252,1
0.33338,0.25207,0.94301,1
0.33351,0.252,0.94275,1
0.33313,0.25162,0.9429,1
0.33341,0.25209,0.94311,1
0.070144,0.58471,0.92583,0
0.33321,0.25208,0.94315,1
0.33313,0.25236,0.94287,1
0.33338,0.25207,0.94299,1
0.33371,0.25199,0.94345,1
0.33352,0.25241,0.9428,1
0.33335,0.25211,0.94311,1
0.33333,0.25208,0.94302,1
0.33333,0.25213,0.943,1
0.33347,0.25212,0.94309,1
0.33335,0.25208,0.94307,1
0.33336,0.25207,0.94302,1
0.33314,0.25187,0.94294,1
0.33278,0.25226,0.9428,1
0.33325,0.25263,0.94277,1
0.33348,0.25196,0.9429,1
0.33336,0.25209,0.94299,1
0.32296,0.72778,0.71918,0
0.33298,0.25203,0.94306,1
0.33356,0.25174,0.94334,1
0.33343,0.25188,0.94283,1
0.33351,0.25183,0.94336,1
0.3332,0.25211,0.94324,1
0.33327,0.25214,0.943,1
0.33352,0.25272,0.9433,1
0.33353,0.25203,0.94262,1
0.33345,0.25215,0.94269,1
0.33331,0.25207,0.9431,1
0.3335,0.25227,0.94314,1
0.33333,0.2521,0.94323,1
0.33292,0.25207,0.94335,1
0.33329,0.25213,0.94305,1
0.33337,0.25205,0.94307,1
0.40047,0.32427,0.18764,0
0.33318,0.25262,0.9429,1
0.33338,0.25206,0.94302,1
0.33334,0.25202,0.94306,1
0.33324,0.2521,0.94291,1
0.33305,0.25157,0.9433,1
0.33332,0.25209,0.94296,1
0.33334,0.25211,0.94302,1
0.33333,0.252,0.94306,1
0.33335,0.25208,0.943,1
0.33285,0.25217,0.94282,1
0.33345,0.25224,0.94303,1
0.33326,0.25266,0.94333,1
0.33327,0.25182,0.94278,1
0.33319,0.25209,0.94284,1
0.3332,0.25214,0.94294,1
0.33319,0.25224,0.94265,1
0.33343,0.25226,0.94313,1
0.33367,0.25223,0.94309,1
0.67147,0.54866,0.67954,0
0.33357,0.25224,0.94298,1
0.33315,0.25193,0.94305,1
0.33346,0.25207,0.94315,1
0.33359,0.25228,0.94371,1
0.33342,0.25201,0.94298,1
0.33334,0.25204,0.94302,1
0.33319,0.252,0.94319,1
0.33336,0.25211,0.94303,1
0.33338,0.25197,0.94304,1
0.3335,0.25214,0.94286,1
0.33339,0.25207,0.94307,1
0.3333,0.2522,0.94302,1
0.3333,0.25206,0.94304,1
0.33375,0.25221,0.94327,1
0.33341,0.25197,0.94299,1
0.33345,0.25197,0.94269,1
0.33337,0.25208,0.94302,1
0.3333,0.25204,0.94293,1
0.12454,0.22491,0.4451,0
0.33354,0.2521,0.9429,1
0.33334,0.25178,0.94289,1
0.33312,0.25179,0.94327,1
0.33338,0.2522,0.94308,1
0.33334,0.2519,0.94278,1
0.33349,0.25183,0.94282,1
0.33328,0.25238,0.94304,1
0.33353,0.2515,0.94277,1
0.33337,0.2519,0.94303,1
0.33331,0.25192,0.94315,1
0.3334,0.25221,0.94302,1
0.33355,0.25203,0.94311,1
0.33332,0.25203,0.94301,1
0.33357,0.25224,0.94309,1
0.33358,0.25204,0.94346,1
0.33333,0.25171,0.94271,1
0.33337,0.25207,0.94301,1
0.33344,0.25197,0.94303,1
0.33371,0.25172,0.94317,1
0.29896,0.052619,0.11601,0
0.33335,0.25198,0.94328,1
0.33326,0.25235,0.94297,1
0.33336,0.25207,0.94302,1
0.33354,0.25215,0.94368,1
0.33335,0.25173,0.94257,1
0.33309,0.25231,0.94328,1
0.33352,0.25214,0.94322,1
0.33357,0.252,0.94312,1
0.33326,0.25179,0.94313,1
0.33336,0.25208,0.943,1
0.33333,0.25198,0.94301,1
0.33326,0.25268,0.94322,1
0.3334,0.2521,0.94292,1
0.33338,0.25212,0.94312,1
0.33361,0.25211,0.94302,1
0.33347,0.25203,0.94304,1
0.1887,0.6736,0.81658,0
0.33341,0.25227,0.9433,1
0.33341,0.25211,0.94293,1
0.33336,0.25204,0.943,1
0.33332,0.25209,0.94359,1
0.3334,0.25209,0.94301,1
0.33354,0.25239,0.9429,1
0.33333,0.25172,0.94277,1
0.33327,0.25191,0.94266,1
0.33371,0.25199,0.94268,1
0.33322,0.25166,0.94301,1
0.33328,0.252,0.94298,1
0.33281,0.25228,0.94273,1
0.33322,0.25169,0.94326,1
0.33325,0.2521,0.94308,1
0.33334,0.25258,0.94265,1
0.33331,0.25203,0.94337,1
0.3335,0.25159,0.94274,1
0.23086,0.56079,0.7768,0
0.33342,0.25209,0.94306,1
0.33316,0.25234,0.94301,1
0.3337,0.25235,0.94295,1
0.33293,0.25221,0.94295,1
0.33329,0.25201,0.94302,1
0.33289,0.2522,0.94348,1
0.33338,0.2521,0.94303,1
0.3335,0.2519,0.94316,1
0.3336,0.25194,0.94268,1
0.33333,0.25208,0.94303,1
0.33337,0.25202,0.94327,1
0.33327,0.25206,0.94303,1
0.33344,0.25241,0.94286,1
0.3331,0.25165,0.94326,1
0.33354,0.25198,0.94309,1
0.90774,0.48546,0.59425,0
0.33362,0.2521,0.94285,1
0.33336,0.25226,0.94279,1
0.33314,0.252,0.94309,1
0.33334,0.25219,0.9432,1
0.33305,0.25149,0.9428,1
0.33337,0.25209,0.94303,1
0.33311,0.25236,0.94319,1
0.33356,0.2521,0.94282,1
0.33336,0.25206,0.94301,1
0.33357,0.25194,0.94309,1
0.33337,0.25207,0.94302,1
0.33304,0.25204,0.94308,1
0.33333,0.25211,0.94315,1
0.33337,0.25211,0.94302,1
0.33326,0.25186,0.94317,1
0.90035,0.45952,0.54608,0
0.3333,0.25215,0.94325,1
0.33314,0.25215,0.94269,1
0.3337,0.25214,0.9426,1
0.33334,0.25177,0.94321,1
0.33343,0.25255,0.94286,1
0.33339,0.25212,0.94306,1
