@relation nonstat_data_13-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute class {0,1,2,3,4}

@data
0.086617,0.67574,0.3303,0.75495,0.037214,0.53774,0.37747,0.038601,0.16414,0.41003,0.78903,0.79445,0.58468,0.28791,0.50611,0.54629,0.28504,0.75729,3
0.080575,0.66636,0.33041,0.75626,0.03967,0.54441,0.3774,0.036355,0.16101,0.41776,0.79276,0.7868,0.58988,0.28432,0.49889,0.54809,0.28787,0.75225,3
0.25008,0.85824,0.49562,0.04852,0.32608,0.85851,0.73883,0.86652,0.45125,0.61856,0.46383,0.65221,0.12202,0.48427,0.19136,0.20985,0.91367,0.70843,1
0.080781,0.67472,0.33569,0.75451,0.044811,0.53345,0.37231,0.035528,0.17299,0.41014,0.7842,0.79175,0.5927,0.2929,0.50678,0.54599,0.28867,0.75679,3
0.080147,0.66445,0.3303,0.75561,0.037414,0.54318,0.37742,0.035134,0.16307,0.41909,0.77967,0.78749,0.59311,0.28584,0.49915,0.54471,0.28821,0.75199,3
0.078888,0.67267,0.32896,0.75387,0.046624,0.54598,0.37942,0.037172,0.17155,0.4188,0.79043,0.78391,0.59243,0.29378,0.49823,0.53764,0.29408,0.75906,3
0.080764,0.67363,0.33809,0.75336,0.038423,0.53492,0.38257,0.039476,0.16102,0.41236,0.78912,0.78391,0.58537,0.2871,0.49916,0.54013,0.29613,0.76156,3
0.25915,0.85662,0.49467,0.012356,0.31993,0.85502,0.74511,0.8504,0.44056,0.59645,0.4657,0.68731,0.11775,0.50714,0.23176,0.20843,0.90552,0.66728,1
0.086646,0.66644,0.33521,0.74867,0.044908,0.54552,0.37794,0.045397,0.1694,0.41761,0.79077,0.78636,0.59556,0.28764,0.4989,0.54733,0.29768,0.75193,3
0.079919,0.67364,0.33038,0.74855,0.039336,0.53642,0.37983,0.045226,0.16886,0.41246,0.7839,0.79227,0.59337,0.28769,0.49771,0.53928,0.29577,0.75221,3
0.074207,0.66788,0.33884,0.74796,0.038739,0.54652,0.3797,0.039361,0.16182,0.41325,0.79143,0.79407,0.59004,0.28427,0.49841,0.53975,0.2868,0.7516,3
0.26379,0.86522,0.47106,0.0049382,0.33313,0.86264,0.74221,0.88731,0.45913,0.60227,0.44859,0.64223,0.13702,0.48522,0.18745,0.24147,0.89018,0.70044,1
0.078453,0.67524,0.32953,0.75522,0.044673,0.54627,0.37761,0.044169,0.16858,0.418,0.77912,0.79336,0.59038,0.28634,0.49809,0.54005,0.29704,0.74808,3
